importação;transformar para polígono?;comunidade associada;name;description;folder;type;geometry;
;;;;"Campão
Campo esportivo do morro dos Prazeres .";PCU  RJ - jul 2010;point;[u'-43.20465784182264,-22.93559305972955,0'];
;;;;"Quadra da Madame
Quadra esportiva Madame.";PCU  RJ - jul 2010;point;[u'-43.20187935526324,-22.93111108103988,0'];
;;;;"Praça - Doce mel
Local onde as crianças brincam .";PCU  RJ - jul 2010;point;[u'-43.20224598452148,-22.93448599509251,0'];
;;;;Lan house do Edelton .;PCU  RJ - jul 2010;point;[u'-43.20218867721455,-22.93376490318522,0'];
;;;;Lan house do Leo .;PCU  RJ - jul 2010;point;[u'-43.2038490544936,-22.93355331308718,0'];
;;;;Igraja evangelica temos total de novas evangélicas na comunidade dos Prazeres .;PCU  RJ - jul 2010;point;[u'-43.2013329341793,-22.93387590781604,0'];
;;;GAL Movimento é Vida;;PCU  RJ - jul 2010;point;[u'-43.25760323638613,-22.87283248324637,0'];
;;;Creche;Possui mães crecheiras, comida por R$0,50 centavos, atua como verdadeira Associação de Moradores.;PCU  RJ - jul 2010;point;[u'-43.25568786000639,-22.87199512286642,0'];
;;;E. E. Professor Clóvis Monteiro;"A maioria dos moradores da Comunidade Agrícola de Higienópolis estuda nessa escola, que fica afastada da comunidade.
Usamos essa e qualquer outra escola porque a comunidade não possui a sua própria.";PCU  RJ - jul 2010;point;[u'-43.2561045897926,-22.87871721368111,0'];
;;;E. M. D.João VI, Orosimbo Nonato e Lauro Sodré;São duas escolas municiapais de dia (D.João VI e Orosimbo Nonato) e a noite virá Escola Estadual Lauro Sodré.;PCU  RJ - jul 2010;point;[u'-43.26312077221763,-22.87257112215017,0'];
;;;Fio Cruz;;PCU  RJ - jul 2010;point;[u'-43.25002938248024,-22.87734005418307,0'];
;;;Ass. de Moradores CAH;"Associação de Moradores da Comunidade Agrícola de Higienópolis, possui um lugar aonde os moradores, a minoria, possui uma caixinha de correspondência dos correios.
Tem também uma lan-house que nem pra fazer trabalho presta e ainda por cima não é de graça.";PCU  RJ - jul 2010;point;[u'-43.25669667260533,-22.87183712710291,0'];
;;;Fundação Leão XIII;Local que serve para abrigar pessoas de rua e também serve como asilo para idosos.;PCU  RJ - jul 2010;point;[u'-43.25812033046026,-22.87289915628844,0'];
;;;Abrigo do Cristo Redentor;Abriga pessoas de todos os tipos.;PCU  RJ - jul 2010;point;[u'-43.25625552510523,-22.8742694832927,0'];
;;;;"Lixão da Comunidade Agrícola de Higienópolis
Os Moradores são obrigados ai ir até esse local para jogarem fora o seu lixo.
A prefeitura não faz serviço de coleta dentro das ruas, somente nesse lixão.";PCU  RJ - jul 2010;point;[u'-43.25708402275677,-22.87208949905683,0'];
;;;;"21ª DP
Delegacia de Polícia que não atua em união com a comunidade.
Havia até um cemitério de carros na calçada, obrigando os moradores a disputarem caminho com os carros na rua. Agora são os carros da própria delegacia que ocuparam os espaços que por lei e direito são dos pedestres.Mesmo a 21ª DP possuindo seu próprio estacionamento.";PCU  RJ - jul 2010;point;[u'-43.25830752795481,-22.87266793476329,0'];
;;;;Pracinha de Complemento da Quadra Poliesportiva;PCU  RJ - jul 2010;point;[u'-43.25779568650808,-22.87191244798383,0'];
;;;;"Quadra Poliesportiva
Ocorrem nessa quadra, os esportes chamados: capoeira, vôlei e futebol.";PCU  RJ - jul 2010;point;[u'-43.2575628696993,-22.87202354906058,0'];
;;;;"Campo de Futebol
Ocorre algumas partidas aos domingos entre pessoas da melhor idade e crianças.
Algumas vezes, raramente, vem um programa como o Cinemaneiro e Curta na Praça.";PCU  RJ - jul 2010;point;[u'-43.25637494682442,-22.87241551802336,0'];
;;;;"Campo de Futebol do Abrigo
Ocorre partidas de futebol entre o pessoal da CAH vs CAH ou CAH vs qualquer outro time.";PCU  RJ - jul 2010;point;[u'-43.25672486579894,-22.87275999010878,0'];
;;;;"Posto de Gasolina
Posto de Gasolina que gera trabalho para alguns moradores da comunidade.";PCU  RJ - jul 2010;point;[u'-43.25813849290886,-22.87211167515058,0'];
;;;;"Posto de Gás-Complemento do Posto de Gasolina
O posto de gás é o complemento do posto de gasolina que também gera trabalho para algumas pessoas da comunidade.";PCU  RJ - jul 2010;point;[u'-43.25773385076001,-22.87209253603637,0'];
;;;;"Drive thrur do Bob's
Gera trabalho para algumas pessoas da comunidade.";PCU  RJ - jul 2010;point;[u'-43.25816147920796,-22.87192888139929,0'];
;;;;"Mercadinho da Dona Elza
É o mercadinho da Comunidade. A dona Elza, a dona do mercado permite vender fiado criando como se fosse uma conta pro pessoal que não tem sempre dinheiro.";PCU  RJ - jul 2010;point;[u'-43.25787150180177,-22.8722844924026,0'];
;;;Ninho da Águia;;PCU  RJ - jul 2010;point;[u'-43.25397892886985,-22.87333128932431,0'];
;;;;"Acidentes que ocorrem na Linha Amarela
Diversos acidentes ocorreram e ocorrem graças a Linha Amarela que está próxima a comunidade e ainda as grades de segurança são tão baixas que até criancinhas de pouca idade conseguem ultrapassar e assim morrem indo atras de pipas por exemplo.";PCU  RJ - jul 2010;point;[u'-43.25712623507193,-22.87183889910869,0'];
;;;GAL Nossa História;;PCU  RJ - jul 2010;point;[u'-43.48284832096739,-22.86969624650486,0'];
;;;Creche municipal;;PCU  RJ - jul 2010;point;[u'-43.48411612470306,-22.86871657807401,0'];
;;;E. M. Edson Carneiro;;PCU  RJ - jul 2010;point;[u'-43.48345850345534,-22.86865135194358,0'];
;;;Creche Municipal;;PCU  RJ - jul 2010;point;[u'-43.48587068004746,-22.8692441615492,0'];
;;;E. M. Ayrton Senna;;PCU  RJ - jul 2010;point;[u'-43.47818496154564,-22.86422113495983,0'];
;;;Colegio Oliveira Galeno;;PCU  RJ - jul 2010;point;[u'-43.48549701874676,-22.86985906965062,0'];
;;;Creche Arco Íris de Mel;;PCU  RJ - jul 2010;point;[u'-43.47725413777184,-22.87414312372722,0'];
;;;Soc. Educacional Almeida e Soares;;PCU  RJ - jul 2010;point;[u'-43.47654479728074,-22.87422095822582,0'];
;;;CIEP Olof Palme;;PCU  RJ - jul 2010;point;[u'-43.47500404524414,-22.86491598214107,0'];
;;;E. M. Pracinha João da Silva;;PCU  RJ - jul 2010;point;[u'-43.47273688332871,-22.87506519005084,0'];
;;;CIEP Maestrina Chiquinha Gonzaga;;PCU  RJ - jul 2010;point;[u'-43.47129804614615,-22.86635293698974,0'];
;;;E. M. Rubem Berta;;PCU  RJ - jul 2010;point;[u'-43.47941763773648,-22.87195046459132,0'];
;;;C. E. Prof. Daltro Santos;;PCU  RJ - jul 2010;point;[u'-43.47449137640673,-22.87469927823275,0'];
;;;C. E. Bangu;;PCU  RJ - jul 2010;point;[u'-43.46916608176797,-22.87059408226038,0'];
;;;E. M. Marieta Cunha da Silva;;PCU  RJ - jul 2010;point;[u'-43.47775466911364,-22.86893795301657,0'];
;;;Colégio e Curso Asa;;PCU  RJ - jul 2010;point;[u'-43.48331758812326,-22.87223216421112,0'];
;;;Creche Comun. Casinha da Emilia;;PCU  RJ - jul 2010;point;[u'-43.47784545524853,-22.86923376905763,0'];
;;;Creche Munic. Nova Aliança;;PCU  RJ - jul 2010;point;[u'-43.47406000890751,-22.8725280784982,0'];
;;;Creche;;PCU  RJ - jul 2010;point;[u'-43.47473026135307,-22.86819542423174,0'];
;;;PACS;Programa de Agentes Comunitários de Saude;PCU  RJ - jul 2010;point;[u'-43.47968180323015,-22.86792667628706,0'];
;;;P. S. Eitel Pinheiro Lima;;PCU  RJ - jul 2010;point;[u'-43.48421624258091,-22.86828118340564,0'];
;;;PSF;Programa de Saude da Familia;PCU  RJ - jul 2010;point;[u'-43.46991668753851,-22.86799377971904,0'];
;;;DPO;;PCU  RJ - jul 2010;point;[u'-43.47989552352542,-22.87073162493469,0'];
;;;Centro Cultural A História Que Eu Conto;;PCU  RJ - jul 2010;point;[u'-43.48294557942174,-22.87051218166672,0'];
;;;Nucleo Sociocultural Caixa de Surpresa;;PCU  RJ - jul 2010;point;[u'-43.47328353341162,-22.87524718007865,0'];
;;;AMOTAL;;PCU  RJ - jul 2010;point;[u'-43.48416997902241,-22.86898330275952,0'];
;;;Projeto ponto Br;;PCU  RJ - jul 2010;point;[u'-43.46986740642014,-22.86727678632461,0'];
;;;Ass. do Mangueiral;;PCU  RJ - jul 2010;point;[u'-43.48115382781095,-22.86737356921382,0'];
;;;Fundação Leão 13;;PCU  RJ - jul 2010;point;[u'-43.47993301918804,-22.87105674218563,0'];
;;;Ass. Loteamento 598;;PCU  RJ - jul 2010;point;[u'-43.47984729208986,-22.865660858495,0'];
;;;Ass. Caminho do Lucio;;PCU  RJ - jul 2010;point;[u'-43.47503440631171,-22.86806706174654,0'];
;;;Ass. Pro - Melhoramento de Vila Aliança;;PCU  RJ - jul 2010;point;[u'-43.47877292062617,-22.87293758634023,0'];
;;;Ass. da Nova Aliança;;PCU  RJ - jul 2010;point;[u'-43.47174428746752,-22.869799174994,0'];
;;;CCDC;Centro Comunitario de Defesa da Cidadania;PCU  RJ - jul 2010;point;[u'-43.47211857169501,-22.86988540093422,0'];
;;;Ass. Minha Deuza;;PCU  RJ - jul 2010;point;[u'-43.4759644790338,-22.87536638269457,0'];
;;;Instituto Rede Ação;;PCU  RJ - jul 2010;point;[u'-43.47982216192675,-22.87388977192893,0'];
;;;Apoio Comunitario;;PCU  RJ - jul 2010;point;[u'-43.47989895538328,-22.8723538650372,0'];
;;;AREVA;- Ass. Recreação Esportiva de Vila Aliança;PCU  RJ - jul 2010;point;[u'-43.47755210065368,-22.87374927788136,0'];
;;;Projeto Construir;;PCU  RJ - jul 2010;point;[u'-43.47858114771564,-22.86659168170127,0'];
;;;Semente do Amanhã;;PCU  RJ - jul 2010;point;[u'-43.47528822277447,-22.87232255503172,0'];
;;;Proj. Vivo Falando de vidas;;PCU  RJ - jul 2010;point;[u'-43.47653525966804,-22.87008256690057,0'];
;;;;Área de Maior vulnerabilidade;PCU  RJ - jul 2010;point;[u'-43.48140690351103,-22.86661452816036,0'];
;;;;Praça;PCU  RJ - jul 2010;point;[u'-43.48553033464521,-22.8692134285468,0'];
;;;;Campo de Futebol;PCU  RJ - jul 2010;point;[u'-43.48030523509074,-22.86757214593736,0'];
;;;;Clube Recreativo União e Lazer;PCU  RJ - jul 2010;point;[u'-43.47554089927196,-22.86948930442502,0'];
;;;;Praça;PCU  RJ - jul 2010;point;[u'-43.47967065143081,-22.86605478049357,0'];
;;;;Praça Gramacho;PCU  RJ - jul 2010;point;[u'-43.47733597198614,-22.86514505586428,0'];
;;;;Praça do Colinas;PCU  RJ - jul 2010;point;[u'-43.4773092692225,-22.86344501526883,0'];
;;;;Campo de Futebol;PCU  RJ - jul 2010;point;[u'-43.47428201793213,-22.86642504961386,0'];
;;;PSF - Futebol;;PCU  RJ - jul 2010;point;[u'-43.4703160733205,-22.86864156202379,0'];
;;;;Campo da Nova Aliança;PCU  RJ - jul 2010;point;[u'-43.47438752097585,-22.86940833186842,0'];
;;;;Praça do Nordeste;PCU  RJ - jul 2010;point;[u'-43.47380116342882,-22.87522700493184,0'];
;;;;Praça;PCU  RJ - jul 2010;point;[u'-43.48290881131334,-22.8692335921553,0'];
;;;;Praça do Aviador;PCU  RJ - jul 2010;point;[u'-43.47963894642628,-22.87058062931899,0'];
;;;;Futebol do Aroldo;PCU  RJ - jul 2010;point;[u'-43.47943298523315,-22.87126617578543,0'];
;;;;Praça;PCU  RJ - jul 2010;point;[u'-43.48414422143797,-22.8719181007701,0'];
;;;Rádio Inovação;;PCU  RJ - jul 2010;point;[u'-43.47982933927865,-22.87478799745366,0'];
;;;Rádio Life Fm;;PCU  RJ - jul 2010;point;[u'-43.47171855102727,-22.86862145881676,0'];
;;;;Igreja Batista Missionaria;PCU  RJ - jul 2010;point;[u'-43.4801872340398,-22.87009952251642,0'];
;;;;Comitê Vila Aliança - Integração a Ação de Cidadania;PCU  RJ - jul 2010;point;[u'-43.47555469990112,-22.87033732329773,0'];
;;;;Paroquia Menino Jesus de Praga;PCU  RJ - jul 2010;point;[u'-43.47784585378684,-22.86773029968979,0'];
;;;;Comunidade Kolping de Vila Aliança;PCU  RJ - jul 2010;point;[u'-43.47789131973045,-22.87218035710463,0'];
;;;;Primeira Igreja Baptista em Vila Aliança;PCU  RJ - jul 2010;point;[u'-43.47931621437675,-22.86732333688586,0'];
;;;;Ponto final do 926. Penha/ S. Camara;PCU  RJ - jul 2010;point;[u'-43.48315033473106,-22.86895530202034,0'];
;;;;Ponto Final 398 Vila Aliança/ Centro;PCU  RJ - jul 2010;point;[u'-43.47936849195705,-22.87049868731736,0'];
;;;GAL O Futuro é Agora;"o gal o futuro é agora fica na comunidade do borel e da indiana.
É composto por lideranças do psf,assossiação de moradores,jocum,ciep,centro de cidadania,etc.";PCU  RJ - jul 2010;point;[u'-43.2547447059472,-22.93898444795384,0'];
;;;;Correios;PCU  RJ - jul 2010;point;[u'-43.25453481612287,-22.94375845676301,0'];
;;;E. M. Marcelo Cândia;;PCU  RJ - jul 2010;point;[u'-43.25372123223715,-22.93745958738764,0'];
;;;Ciep Dr. Antoine Margarinos Torres;"Ciep Dr. Antoine Margarinos Torres.
R: São Miguel-Tijuca.
Rio de Janeiro-RJ,20530-420,Brasil.
(21)25712676.";PCU  RJ - jul 2010;point;[u'-43.25318288538131,-22.94046060116664,0'];
;;;Creche Semente;É uma creche da jocum,uma ong de missionários.;PCU  RJ - jul 2010;point;[u'-43.25203127825989,-22.9382801516966,0'];
;;;PSF Borel;Programa de saúde da família. Trabalha com área adscrita,que são a comunidade do Borel e da Indiana.;PCU  RJ - jul 2010;point;[u'-43.25298438936803,-22.94038558692765,0'];
;;;Ass.de moradores;A assossiação de moradores do Borel foi a primeira assossiação a ser legalizada dentro do Rio de Janeiro. lá funcionam alguns serviçoos para comunidade,projetos,uma academia,etc.;PCU  RJ - jul 2010;point;[u'-43.25393145175575,-22.94145632631974,0'];
;;;;"ponto de ônibus
Nesse ponto passam o ônibus da linha 220b(conhecido como miguelzinho) e vans(borel/prça saens pena).";PCU  RJ - jul 2010;point;[u'-43.25357936707449,-22.9411593815217,0'];
;;;COMLURB;Local onde se localizam os containers da comlurb,onde são despejados o lixo recolhido na comunidade,pelos garis comunitárioss.;PCU  RJ - jul 2010;point;[u'-43.25305528925277,-22.94007127988557,0'];
;;;;igreja Universal do Reino de Deus;PCU  RJ - jul 2010;point;[u'-43.25293680195924,-22.94131212636657,0'];
;;;;"Quadra do Unidos da Tijuca
Aqui funciona o centro de cidadania,a faetec(internet gratuita),projeto de ballet dançando para não dançar,uma biblioteca,consultório dentário,etc.";PCU  RJ - jul 2010;point;[u'-43.25348304656203,-22.93994933275831,0'];
;;;;campinho próximo a praça da bíblia;PCU  RJ - jul 2010;point;[u'-43.25489758516199,-22.93932477500801,0'];
;;;;prça da Bíblia.;PCU  RJ - jul 2010;point;[u'-43.25485072251259,-22.93922377941085,0'];
;;;Creche Santa Mônica;;PCU  RJ - jul 2010;point;[u'-43.25452428192115,-22.94008234963139,0'];
;;;Creche Raio de Sol;Funcionava na rua São miguel nº440,foi desativada e atualmente funciona dentro do ciep Dr. Antoine Margarino Torres.;PCU  RJ - jul 2010;point;[u'-43.25318581453804,-22.94052402143446,0'];
;;;Beçário da Creche Santa Mônica;;PCU  RJ - jul 2010;point;[u'-43.25387196552234,-22.93756411835734,0'];
;;;;Quadra da Igrejinha;PCU  RJ - jul 2010;point;[u'-43.25392484370863,-22.93750393179014,0'];
;;;;Campo do Aterro;PCU  RJ - jul 2010;point;[u'-43.25555916983332,-22.94247822081483,0'];
;;;Escola de Música da Jocum;Está em construção para criação de um Centro comunitário.;PCU  RJ - jul 2010;point;[u'-43.25427518787718,-22.93780055370274,0'];
;;;;Suoermercado Multieconomia;PCU  RJ - jul 2010;point;[u'-43.25365904397494,-22.94272430503785,0'];
;;;;"Principal ponto de ônibus.
Linhas que passam no local 220(Usina/Pça Mauá),233(Barra/Rodoviaria),234(Barra/Rodoviária),415(Usina/Copacabana),426(Usina/Leblon)e o intermunicipal 388(Usina/Caxias)
Os ônibus passam com frequência,exceto após ás00 horasa.";PCU  RJ - jul 2010;point;[u'-43.25297598297426,-22.94223954548134,0'];
;;;;Loja de Material de Construção.;PCU  RJ - jul 2010;point;[u'-43.25434102940788,-22.94091979093436,0'];
;;;;ponto do Moto táxi e das vans;PCU  RJ - jul 2010;point;[u'-43.25249152648856,-22.94129203155891,0'];
;;;;Lanchonete;PCU  RJ - jul 2010;point;[u'-43.25217712402525,-22.94093074945329,0'];
;;;;Loja de materiais de construção;PCU  RJ - jul 2010;point;[u'-43.25223341901886,-22.9408611944998,0'];
;;;;"Fundação São Joaquim
Antiga fábrica da Paul Undenberg.";PCU  RJ - jul 2010;point;[u'-43.25230483429763,-22.94071466259408,0'];
;;;;padaria;PCU  RJ - jul 2010;point;[u'-43.25346679862192,-22.94093751502149,0'];
;;;;Ponto final do ônibus388(Usina/Caxias);PCU  RJ - jul 2010;point;[u'-43.25476483487913,-22.94408491050298,0'];
;;;;Padaria;PCU  RJ - jul 2010;point;[u'-43.25359788932023,-22.94020424827775,0'];
;;;;Igreja Batista da Usina;PCU  RJ - jul 2010;point;[u'-43.25366002402644,-22.94029427498467,0'];
;;;;Salão de Beleza;PCU  RJ - jul 2010;point;[u'-43.2537060099185,-22.94096410640852,0'];
;;;;barbeiro;PCU  RJ - jul 2010;point;[u'-43.25375988269749,-22.94125850526519,0'];
;;;GAL Palavra e Ação;;PCU  RJ - jul 2010;point;[u'-43.28469804204537,-22.82163589505786,0'];
;;;Creche;;PCU  RJ - jul 2010;point;[u'-43.28620324938549,-22.82040369543852,0'];
;;;Biblioteca;;PCU  RJ - jul 2010;point;[u'-43.28302646686176,-22.82270271693313,0'];
;;;Associação;;PCU  RJ - jul 2010;point;[u'-43.28415057676434,-22.82197368554207,0'];
;;;Cerveja Itaipava;;PCU  RJ - jul 2010;point;[u'-43.28275118801646,-22.82260885834458,0'];
;;;;pnto final;PCU  RJ - jul 2010;point;[u'-43.28477824038038,-22.82127353414601,0'];
;;;Canal  Meriti;;PCU  RJ - jul 2010;point;[u'-43.28644244933134,-22.81983940184879,0'];
;;;;quiosque;PCU  RJ - jul 2010;point;[u'-43.28355471895227,-22.82230354763474,0'];
;;;Est. Engenharia;;PCU  RJ - jul 2010;point;[u'-43.28289994511321,-22.82269534760042,0'];
;;;;CICLOVIA;PCU  RJ - jul 2010;point;[u'-43.28579389767054,-22.821113405362,0'];
;;;;quiosque;PCU  RJ - jul 2010;point;[u'-43.28301150755053,-22.82283386413033,0'];
;;;;praça;PCU  RJ - jul 2010;point;[u'-43.28421395003383,-22.8224711639894,0'];
;;;;praça;PCU  RJ - jul 2010;point;[u'-43.28511587195017,-22.8216495607807,0'];
;;;;campo;PCU  RJ - jul 2010;point;[u'-43.28641277970319,-22.82018502192669,0'];
;;;;Pago Funk;PCU  RJ - jul 2010;point;[u'-43.28508170336614,-22.82110105770597,0'];
;;;;ciclovia;PCU  RJ - jul 2010;point;[u'-43.28457931236301,-22.8220798807355,0'];
;;;;ciclovia;PCU  RJ - jul 2010;point;[u'-43.28364209322055,-22.82280725994532,0'];
;;;;campo sintetico;PCU  RJ - jul 2010;point;[u'-43.28392951403852,-22.82258961255182,0'];
;;;;campo de areia;PCU  RJ - jul 2010;point;[u'-43.28550139424931,-22.82135213216093,0'];
;;;;supermercado;PCU  RJ - jul 2010;point;[u'-43.28379785346699,-22.82218790132297,0'];
;;;;supermercado;PCU  RJ - jul 2010;point;[u'-43.28461441967694,-22.8215485685073,0'];
;;;;salÃo  de  cabelo  do  [rd ] rodrigo;PCU  RJ - jul 2010;point;[u'-43.28384201860606,-22.82222709738309,0'];
;;;;salÂo  de  cabelo;PCU  RJ - jul 2010;point;[u'-43.28535615222382,-22.82094513086129,0'];
;;;;salÂo de cabelo;PCU  RJ - jul 2010;point;[u'-43.28430579653285,-22.8216786318431,0'];
;;;;padaria;PCU  RJ - jul 2010;point;[u'-43.28323663841129,-22.82250604964998,0'];
;;;;padaria;PCU  RJ - jul 2010;point;[u'-43.28377966710473,-22.82217569244824,0'];
;;;;padaria;PCU  RJ - jul 2010;point;[u'-43.28431890054467,-22.82166322440077,0'];
;;;;padaria;PCU  RJ - jul 2010;point;[u'-43.28510006176266,-22.82111153667497,0'];
;;;;igreja;PCU  RJ - jul 2010;point;[u'-43.28310099772003,-22.82280658047117,0'];
;;;;igreja;PCU  RJ - jul 2010;point;[u'-43.28328895193832,-22.82258758315976,0'];
;;;;igreja;PCU  RJ - jul 2010;point;[u'-43.28354644180489,-22.8223817933775,0'];
;;;;igreja;PCU  RJ - jul 2010;point;[u'-43.28380363185809,-22.8221995742815,0'];
;;;;igreja;PCU  RJ - jul 2010;point;[u'-43.2850819259576,-22.82108019255999,0'];
;;;;igreja;PCU  RJ - jul 2010;point;[u'-43.28579316606393,-22.82049034187828,0'];
;;;;igreja;PCU  RJ - jul 2010;point;[u'-43.2848084883891,-22.82130580357545,0'];
;;;quanda;;PCU  RJ - jul 2010;point;[u'-43.28300835669535,-22.82273382740386,0'];
