name;description;folder;type;geometry
"";"oficina comunitarea do gentil";"EDUCAP - Mapa PCU";"point";"[u'-43.18845563981339,-22.7929556199019,0']"
"";"padaria do cici";"EDUCAP - Mapa PCU";"point";"[u'-43.18809111697256,-22.7939274864181,0']"
"";"oficina mecanica";"EDUCAP - Mapa PCU";"point";"[u'-43.18750506570391,-22.79362751202852,0']"
"";"lanchonete da neide";"EDUCAP - Mapa PCU";"point";"[u'-43.1882935845895,-22.79355451058292,0']"
"";"peixaria da praia da rosa";"EDUCAP - Mapa PCU";"point";"[u'-43.18882803344246,-22.79393381112407,0']"
"";"vera custureiravera custureira";"EDUCAP - Mapa PCU";"point";"[u'-43.18908687946099,-22.79305898307325,0']"
"";"bar do paulo";"EDUCAP - Mapa PCU";"point";"[u'-43.18903926967845,-22.79346317124563,0']"
"";"lanchonete da elena";"EDUCAP - Mapa PCU";"point";"[u'-43.18930643496124,-22.7927520789112,0']"
"";"bar da mara";"EDUCAP - Mapa PCU";"point";"[u'-43.1881147525454,-22.79384182626074,0']"
"";"atelie da miste";"EDUCAP - Mapa PCU";"point";"[u'-43.18861317029975,-22.79575678972222,0']"
"";"farmacia do luciano";"EDUCAP - Mapa PCU";"point";"[u'-43.18855232497902,-22.7955563297933,0']"
"";"loja de roupas";"EDUCAP - Mapa PCU";"point";"[u'-43.18851039575857,-22.79551438219259,0']"
"";"salom da lora";"EDUCAP - Mapa PCU";"point";"[u'-43.18814119360442,-22.79380726915461,0']"
"";"penha custureira";"EDUCAP - Mapa PCU";"point";"[u'-43.18909406073536,-22.79280310456089,0']"
"";"salom da susy";"EDUCAP - Mapa PCU";"point";"[u'-43.18843037006238,-22.79449142235083,0']"
"";"material de construção";"EDUCAP - Mapa PCU";"point";"[u'-43.18872188138358,-22.79691509282151,0']"
"Escola Municipal Jornalista Orlando Dantas";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18214820688333,-22.79119854210724,0']"
"Lava jato";"";"EDUCAP - Mapa PCU";"point";"[u'-43.1851356766184,-22.78721311601721,0']"
"GAL Estrelinha Dourada";"1.Se chama bancácarios porque era o local dos funcionarios do banco do brasil,pois os funcionaris trabalhavam e moravam por isso esse nome.<br><br>2.a associação trabalha com os moradosres em um conjunto de ajuda doando cestas-básicas,brinquedos,roupas,etc.<br><br>3.tem o projeto come livro para ajudar crianças.<br><br>4.distribuição de preservativos informando aos jovesns doenças sexualmente transmisivel,hiv,tuberculose,etc.<br><br>5.Combate a dengue informações e prevenções,lixo reciclável,etc.<br><br>6.É a 2 associação mais antiga da ilha do governado desde a compania de bonder.<br><br>7.Bancários já foi considerável um bairro nobre por visita de muitos estrangeiros e artistas que se banhavam na praia quando era limpa.<br>muitas pessoas ainda houvem falar sobre o Seu João Miquemei por montar o 1 bar mais conhecido por ter cerestas,etc.Um homem que marcou história também foi seu zé da amendueira que ajudou muito seu miqueimei a cuidar da praia quando ainda existia o mangue.<br>a ilha é constituida por 24 praias poluidas mais ainda sim,com belas paissagens.<br>Seu miqueimei foi 1 dos responsáveis pela linha de onibus 326 bancários castelo.Com isso o bairro começou a crescer e ser devastado por favelas com isso contitui-se favelas.";"EDUCAP - Mapa PCU";"point";"[u'-43.1864541937266,-22.78587526770389,0']"
"Creche Municipal Maria Arminda Falabella Souza de Aguiar";"-Distribuição de fraudas e brinquedos.<br>-Distribuição de lanches.";"EDUCAP - Mapa PCU";"point";"[u'-43.18624295745521,-22.78624679123488,0']"
"Ciep João Mangabeira";"-Reuniões são feitas,elaboradas e apresentadas para crianças e adolescentes e adultos na parte da noite.<br><br>-onde foi o 1 forum do gal";"EDUCAP - Mapa PCU";"point";"[u'-43.18450078348656,-22.78828812213529,0']"
"Creche particular";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18281375522739,-22.78808634632071,0']"
"Colégio Dunshee de Abranches";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18275728663414,-22.7906182702757,0']"
"E.M. Sun-Yant-Sen";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18306522388082,-22.79236030752899,0']"
"Escola particular";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18109257371508,-22.78991496134929,0']"
"Escola particular";"";"EDUCAP - Mapa PCU";"point";"[u'-43.1814714872761,-22.7933029607187,0']"
"P. S. Madre Teresa de Calcuta";"- Trabalhamos em conjunto com a comunidade com a ajuda dos agentes de saúde que em parceria visitam as casas e nos relatam os problemas que são contados. <br><br>- Reuniões são feitas com a participação de médicos, enfermeiros, agentes de saude, moradores, GALs,transpetro,caps,4 cre,donos de comércios em geral, sobre DST/HIV,TB, amamentação e violência doméstica.<br><br>- Foi feita a caminhada do multirão da dengue que abrangeu áreas como INPS, João Teles, Pixunas, Araras,Mata,etc.<br><br>-Academia carioca que somam dando exemplos de cidadania e diminuindo os numeros de sedentários no bairro.<br><br>-Semana do bebe carioca como lançamento do Baner feito pelo gal Estrelinha Dourada elaborado pelas adolescentes Izabella Pantaleão e Thaiza Dandara em parceria com o Rap da Saúde.";"EDUCAP - Mapa PCU";"point";"[u'-43.18569307913627,-22.78679260742482,0']"
"Ass. de pescadores";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18765282365056,-22.78425625173979,0']"
"Escoteiro do Mar";"";"EDUCAP - Mapa PCU";"point";"[u'-43.1853450557009,-22.78524825835697,0']"
"Explicadora tia Celina";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18481028287268,-22.78744107236279,0']"
"Petobras";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18487068431433,-22.78560105312688,0']"
"Marinha";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18385397369047,-22.7850710208086,0']"
"Estaleiro EISA";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18753270394289,-22.78521355998604,0']"
"";"Ponto de kombi";"EDUCAP - Mapa PCU";"point";"[u'-43.18443680596534,-22.78778528211878,0']"
"";"campo de futebol";"EDUCAP - Mapa PCU";"point";"[u'-43.18396176864115,-22.78745871070183,0']"
"";"área de lazer";"EDUCAP - Mapa PCU";"point";"[u'-43.18737985296261,-22.78665184553907,0']"
"";"praça";"EDUCAP - Mapa PCU";"point";"[u'-43.18527534901024,-22.7944404098535,0']"
"Futebol de Praia";"parquinho";"EDUCAP - Mapa PCU";"point";"[u'-43.18617179854852,-22.78504965672493,0']"
"Praia";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18608905381717,-22.78468345962482,0']"
"";"praça";"EDUCAP - Mapa PCU";"point";"[u'-43.17978109880169,-22.79143005239916,0']"
"";"praça";"EDUCAP - Mapa PCU";"point";"[u'-43.18082964449175,-22.79359758555336,0']"
"";"Ponto de onibus";"EDUCAP - Mapa PCU";"point";"[u'-43.18099869091777,-22.79073795908547,0']"
"";"lixo";"EDUCAP - Mapa PCU";"point";"[u'-43.18507249485333,-22.78716738616197,0']"
"";"boleira";"EDUCAP - Mapa PCU";"point";"[u'-43.18400136191226,-22.78779184207685,0']"
"";"Tia regininha que cuida dos animais da rua";"EDUCAP - Mapa PCU";"point";"[u'-43.18558813651643,-22.78561722549463,0']"
"";"Farmácia Bancários";"EDUCAP - Mapa PCU";"point";"[u'-43.18058625052373,-22.79138478646828,0']"
"";"Padaria Patinha linda";"EDUCAP - Mapa PCU";"point";"[u'-43.18442390045952,-22.78745043871255,0']"
"";"Mercadinho Santa Barbara";"EDUCAP - Mapa PCU";"point";"[u'-43.18455249048188,-22.78735310713363,0']"
"";"quitanda do brito";"EDUCAP - Mapa PCU";"point";"[u'-43.18500397084611,-22.78719954753598,0']"
"Trailler do Henrique";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18598814451948,-22.7856026862054,0']"
"";"trailher da Lúcia";"EDUCAP - Mapa PCU";"point";"[u'-43.1856398975442,-22.78519582398735,0']"
"peixaria";"4 peixarias";"EDUCAP - Mapa PCU";"point";"[u'-43.18571175671607,-22.78508862060233,0']"
"Peixaria";"peixaria";"EDUCAP - Mapa PCU";"point";"[u'-43.18624919313535,-22.78550812426648,0']"
"";"salão";"EDUCAP - Mapa PCU";"point";"[u'-43.18508953108219,-22.78680828741047,0']"
"";"Rezadeira e Benzedeira";"EDUCAP - Mapa PCU";"point";"[u'-43.18455289057029,-22.78719522008543,0']"
"Centro de macumba";"centro";"EDUCAP - Mapa PCU";"point";"[u'-43.18685022155695,-22.78655252565621,0']"
"";"igreja";"EDUCAP - Mapa PCU";"point";"[u'-43.18256980048244,-22.79503378187026,0']"
"";"centro espirita:lar de josé";"EDUCAP - Mapa PCU";"point";"[u'-43.18619297837085,-22.79486417668112,0']"
"";"igreja de S.pedro";"EDUCAP - Mapa PCU";"point";"[u'-43.18925640762085,-22.79241182465308,0']"
"padaria dos bancários";"padaria dos bancários";"EDUCAP - Mapa PCU";"point";"[u'-43.18075798919363,-22.79082277878402,0']"
"Mercado de carnes";"Mercado de carnes";"EDUCAP - Mapa PCU";"point";"[u'-43.18076428008905,-22.79078864573606,0']"
"concertos de eletro eletrônicos";"concertos de eletro eletrônicos";"EDUCAP - Mapa PCU";"point";"[u'-43.18077414864197,-22.79075366162392,0']"
"Loteria";"Loteria";"EDUCAP - Mapa PCU";"point";"[u'-43.1807697154948,-22.79071961581263,0']"
"Jornaleiro";"jornaleiro";"EDUCAP - Mapa PCU";"point";"[u'-43.18117630700428,-22.79043599124319,0']"
"";"Salão da jo";"EDUCAP - Mapa PCU";"point";"[u'-43.1813105599846,-22.79049211264297,0']"
"Médico particular";"dentista e nuticionista";"EDUCAP - Mapa PCU";"point";"[u'-43.181216516696,-22.79045483320602,0']"
"";"peças para carros";"EDUCAP - Mapa PCU";"point";"[u'-43.18151223709245,-22.79071383819051,0']"
"";"papelaria";"EDUCAP - Mapa PCU";"point";"[u'-43.18153201664217,-22.79063090415911,0']"
"";"restaurante do marquinhos";"EDUCAP - Mapa PCU";"point";"[u'-43.1820355541851,-22.78970620646572,0']"
"";"salão";"EDUCAP - Mapa PCU";"point";"[u'-43.1819450454143,-22.78958248637985,0']"
"vendedor de camisasda escola";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18273744205283,-22.78948651058528,0']"
"";"bazar";"EDUCAP - Mapa PCU";"point";"[u'-43.18535712941358,-22.78739001920072,0']"
"";"Mercadinho";"EDUCAP - Mapa PCU";"point";"[u'-43.18535825311262,-22.78760329892187,0']"
"";"papelaria";"EDUCAP - Mapa PCU";"point";"[u'-43.18492536779269,-22.78796659430754,0']"
"";"bar";"EDUCAP - Mapa PCU";"point";"[u'-43.18484340740401,-22.78788977673593,0']"
"Trailler do Bigode";"trailher";"EDUCAP - Mapa PCU";"point";"[u'-43.18716714553703,-22.78655100183472,0']"
"";"Centro exoterico";"EDUCAP - Mapa PCU";"point";"[u'-43.18779574931131,-22.78861442562514,0']"
"Bolos e Tortas";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18733297929333,-22.78696119933608,0']"
"Bar da Dona Maria";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18703638536046,-22.78663789110069,0']"
"Bar do joão";"-Onde são realizados os encontros de moto club";"EDUCAP - Mapa PCU";"point";"[u'-43.1867081029901,-22.78642103284744,0']"
"Bar da Rita";"bar da rita";"EDUCAP - Mapa PCU";"point";"[u'-43.18659672142323,-22.78631676139364,0']"
"bar da elena";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18665917572891,-22.78634718674334,0']"
"";"sacolão";"EDUCAP - Mapa PCU";"point";"[u'-43.18113813775613,-22.79044753314113,0']"
"";"bar";"EDUCAP - Mapa PCU";"point";"[u'-43.18110409623532,-22.7903965740113,0']"
"";"doceria";"EDUCAP - Mapa PCU";"point";"[u'-43.181118097942,-22.79043111913592,0']"
"";"salão";"EDUCAP - Mapa PCU";"point";"[u'-43.18106182345557,-22.79039282688425,0']"
"casa de construção";"casa de construção";"EDUCAP - Mapa PCU";"point";"[u'-43.18096965751578,-22.79032280444973,0']"
"";"bar";"EDUCAP - Mapa PCU";"point";"[u'-43.18474232734872,-22.78780069605316,0']"
"";"usuários de drogas";"EDUCAP - Mapa PCU";"point";"[u'-43.18716115289124,-22.78469033713141,0']"
"";"valão poluido";"EDUCAP - Mapa PCU";"point";"[u'-43.18531945301574,-22.78672805091261,0']"
"";"locadora";"EDUCAP - Mapa PCU";"point";"[u'-43.18507306838401,-22.78790334300767,0']"
"";"posto telefonico";"EDUCAP - Mapa PCU";"point";"[u'-43.18461123200366,-22.78838463893667,0']"
"";"manicure";"EDUCAP - Mapa PCU";"point";"[u'-43.1845328004374,-22.78841886339881,0']"
"";"loja de roupa";"EDUCAP - Mapa PCU";"point";"[u'-43.18450440891032,-22.78850303864095,0']"
"";"doceria";"EDUCAP - Mapa PCU";"point";"[u'-43.184582348086,-22.78841183095667,0']"
"";"bar";"EDUCAP - Mapa PCU";"point";"[u'-43.18440769463361,-22.78865075470205,0']"
"";"posto de gasolina";"EDUCAP - Mapa PCU";"point";"[u'-43.18275638203055,-22.79541195969038,0']"
"";"área militar";"EDUCAP - Mapa PCU";"point";"[u'-43.1851640390362,-22.78480970421436,0']"
"";"mercado mundial";"EDUCAP - Mapa PCU";"point";"[u'-43.18309566275526,-22.79557787964334,0']"
"";"ponto de encontro dos jovens";"EDUCAP - Mapa PCU";"point";"[u'-43.18449407793791,-22.79312395896655,0']"
"Lava-Jato";"";"EDUCAP - Mapa PCU";"point";"[u'-43.1855096673244,-22.78529448606921,0']"
"Trailler da Cicília";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18572915654549,-22.78530295952973,0']"
"Lazer com o volei";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18583202363275,-22.78516779204458,0']"
"Brinquedos para as crianças";"";"EDUCAP - Mapa PCU";"point";"[u'-43.1859479244104,-22.78536653055561,0']"
"Canal de esgoto sem tratamento";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18655183285408,-22.78552371906139,0']"
"Lanchonete";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18708033240073,-22.78667780071642,0']"
"Lanchonete";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18715906926404,-22.78671582240485,0']"
"Mercearia";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18743121013642,-22.787002036458,0']"
"Pizzaria";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18788015724888,-22.78732373481511,0']"
"Restaurante";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18761479151606,-22.78722626508982,0']"
"Ponto de Kombi";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18444668809979,-22.78773515535766,0']"
"Moto taxi";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18456626552987,-22.7877367962839,0']"
"Salão";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18439271507145,-22.78884510952832,0']"
"Troca de oleo";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18430019372527,-22.78735565740369,0']"
"Venda de agua mineral";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18376639830304,-22.78815380294346,0']"
"Bazar";"";"EDUCAP - Mapa PCU";"point";"[u'-43.1837076276267,-22.78816945745578,0']"
"Salão";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18381040132145,-22.78809802559672,0']"
"Lixão com entulhos";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18393506007536,-22.78847196322757,0']"
"Chale do Biscoito";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18305860750822,-22.78908430540027,0']"
"Imporio petiscos";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18247818998557,-22.78933229814903,0']"
"Creche escola";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18303111885368,-22.79152463681616,0']"
"Escola particular";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18344492502406,-22.79087915714493,0']"
"Club do Paulo";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18387891838231,-22.79105299588156,0']"
"Campo do Inps";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18428332085341,-22.78947759289314,0']"
"Barraca de lanche";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18430518245071,-22.78921933610975,0']"
"Lava Jato";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18438064032035,-22.78963349819687,0']"
"dentista";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18125486104649,-22.79047997799048,0']"
"banho e tosa";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18154887814049,-22.79057440145982,0']"
"Papelaria";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18149356839254,-22.79063348381945,0']"
"Sapataria";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18075974265636,-22.79068709946837,0']"
"Distribuição de camizinha e Fanzine";"";"EDUCAP - Mapa PCU";"point";"[u'-43.18554044726592,-22.78815887190616,0']"
"Eventos do gal";"-Distribuições de fraudas<br>-kit escola<br>-kit da familia<br>-Come livro<br>-lanches e brincadeiras<br>-maratona de esportes<br>-cuidando do meio Ambiente<br>-reciclagem<br>-teatro infantil";"EDUCAP - Mapa PCU";"point";"[u'-43.18603213588126,-22.7854605013564,0']"
"GAL Crescer e Viver";"Temos a ONG EDUCAP<br>Creche Justino Russollino<br>Escola Henrique Fóreis<br>Quadra da Canita<br>Padarias, Fármacia, Mercearia";"EDUCAP - Mapa PCU";"point";"[u'-43.2811851900807,-22.86023007997619,0']"
"Matinha";"Comunidade do Complexo do Alemão";"EDUCAP - Mapa PCU";"point";"[u'-43.28392653440107,-22.85966498136947,0']"
"Morro dos Mineiros";"";"EDUCAP - Mapa PCU";"point";"[u'-43.2797557671884,-22.85764489230905,0']"
"E. M.l Prof. Mourão Filho";"Essa escola ela só tem Ensino Fundamental e funciona no turno Manhã, Tarde e Noite.";"EDUCAP - Mapa PCU";"point";"[u'-43.26949126722636,-22.86506454223387,0']"
"E. M.l Olavo Josino de Salles";"Esta escola so tem ensino fundamental e funciona nos turnos manhã, tarde e noite";"EDUCAP - Mapa PCU";"point";"[u'-43.28549639794819,-22.86944756309071,0']"
"E. M.l Henrique Fóreis";"Esta escola só tem ensino fundamental, e atende só manhã e tarde<br>Feia de saude e ciência realizada coma apresentaçâo dos trabalhos elaborados pelos alunos <br>Atividade de incentivo e eleição da chapa  para representantes do Grêmio";"EDUCAP - Mapa PCU";"point";"[u'-43.2847891823087,-22.86342023349225,0']"
"E.M. Nereu Sampaio";"Esta escola so tem ensino fundamental e funciona nos turnos manhã, tarde e noite";"EDUCAP - Mapa PCU";"point";"[u'-43.28874813784656,-22.8680059726958,0']"
"E. M. Ceara";"Essa escola só tem ensino fundamental e atende nos turnos manhã e tarde.";"EDUCAP - Mapa PCU";"point";"[u'-43.28355016547353,-22.87254939745342,0']"
"E. M. Barão de Macaúbas";"Essa escola só tem ensino fundamental e atende nos turnos manhã, tarde e ensino médio a noite";"EDUCAP - Mapa PCU";"point";"[u'-43.28294844811652,-22.87327116215154,0']"
"Creche Justino Russollilo";"A creche atende crianças de 2 anos até os 4 anos e encaminha para alguma escola perto da comunidade.<br>Essa creche tem parceria com a igreja católica (Paroquia São Sebastião de Olaria).";"EDUCAP - Mapa PCU";"point";"[u'-43.28042334148248,-22.85867205489781,0']"
"CIEP Coronel Sarmento";"Atende o Ensino fundamental (até o 5º ano antiga 4°série de 07:00 ás 16:00).";"EDUCAP - Mapa PCU";"point";"[u'-43.27650694148822,-22.87237725769526,0']"
"E. M. Gustavo Armbrust";"Essa escola só tem Ensino Fundamental e atende manhã e tarde.";"EDUCAP - Mapa PCU";"point";"[u'-43.27488171403969,-22.87449507526295,0']"
"E. M. Nicolau Antônio Taunnay";"Essa escola so tem Ensino Fundamental e atende manhã e tarde.";"EDUCAP - Mapa PCU";"point";"[u'-43.27574724400259,-22.87505685239841,0']"
"Classe em Cooperaçao Domingos Bebianos";"essa escola so tem Ensino Fundamental e atende manhã e tarde";"EDUCAP - Mapa PCU";"point";"[u'-43.27781354465903,-22.87392385520391,0']"
"Creche-Escola Comunitária";"Creche-Escola Comunitária Mãe Social";"EDUCAP - Mapa PCU";"point";"[u'-43.27926150535338,-22.85950064324868,0']"
"";"mãe crecheira (Jupiara)";"EDUCAP - Mapa PCU";"point";"[u'-43.28218587065214,-22.86054133858777,0']"
"";"Explicadora (Viviane)<br>Explicadora de Ensino Fundamental e Ensino Médio até o 1° ano.";"EDUCAP - Mapa PCU";"point";"[u'-43.28155042814848,-22.85681602465033,0']"
"";"explicadora (Monike)";"EDUCAP - Mapa PCU";"point";"[u'-43.28223951948744,-22.86074936819893,0']"
"EDUCAP";"explicadora (Deise)<br>Encontrão com representantes das Associações deMoradores, comerciantes, moradores e responsaveis dos alunos que faziam reforço escolar";"EDUCAP - Mapa PCU";"point";"[u'-43.28378843890976,-22.86026021798302,0']"
"PAM Rodolpho Rocco (PAM de Del Castilho)";"PAM - Onde os moradores buscam assistência em caso de emergência e outras (Pediatria, Ortopedista, Vacinação, Angiologista, Cardiologista, Dentista, Ginecologista, etc.)";"EDUCAP - Mapa PCU";"point";"[u'-43.27260608763292,-22.87247149546662,0']"
"C.M.l Saúde Ariadne L. Menezes";"C.M.l de Saúde Ariadne Lopes Menezes: Atende a comunidade tem assistência (Pediatria, Dermatologista, Dentista, etc.).";"EDUCAP - Mapa PCU";"point";"[u'-43.29707048554691,-22.86921530892852,0']"
"Ass. Mor. dos Mineiros";"Org. comunitária onde funciona o Clube de Adolescentes";"EDUCAP - Mapa PCU";"point";"[u'-43.27996600296191,-22.85924146868481,0']"
